Series,Episode,SeasonEp,Season,EpisodeNum,SubEp,TotalEp,UserRating,UserVotes
The Simpsons,Treehouse of Horror XXI,22_04,22,04,4,468,7.1,774
The Simpsons,"Lisa Simpson, This Isn't Your Life",22_05,22,05,5,469,7.1,558
The Simpsons,The Fool Monty,22_06,22,06,6,470,6.5,560
The Simpsons,How Munched Is That Birdie in the Window?,22_07,22,07,7,471,6.4,567
The Simpsons,The Fight Before Christmas,22_08,22,08,8,472,6.8,644
The Simpsons,Donnie Fatso,22_09,22,09,9,473,7,607
The Simpsons,Moms I'd Like to Forget,22_10,22,10,10,474,6.3,538
The Simpsons,Flaming Moe,22_11,22,11,11,475,6.8,602
The Simpsons,Homer the Father,22_12,22,12,12,476,7,564
The Simpsons,The Blue and the Gray,22_13,22,13,13,477,6.9,540
The Simpsons,Angry Dad: The Movie,22_14,22,14,14,478,7.2,648
The Simpsons,The Scorpion's Tale,22_15,22,15,15,479,6.6,564
The Simpsons,A Midsummer's Nice Dreams,22_16,22,16,16,480,6.1,558
The Simpsons,Love Is a Many Strangled Thing,22_17,22,17,17,481,6.4,549
The Simpsons,The Great Simpsina,22_18,22,18,18,482,7,579
The Simpsons,The Real Housewives of Fat Tony,22_19,22,19,19,483,6.6,564
The Simpsons,Homer Scissorhands,22_20,22,20,20,484,7.1,564
The Simpsons,500 Keys,22_21,22,21,21,485,7.2,592
The Simpsons,The Ned-Liest Catch,22_22,22,22,22,486,7,564
The Simpsons,The Falcon and the D'Ohman,23_01,23,01,1,487,7.1,754
The Simpsons,Bart Stops to Smell the Roosevelts,23_02,23,02,2,488,7,616
The Simpsons,Treehouse of Horror XXII,23_03,23,03,3,489,6.6,730
The Simpsons,Replaceable You,23_04,23,04,4,490,6.7,560
The Simpsons,The Food Wife,23_05,23,05,5,491,7.2,643
The Simpsons,The Book Job,23_06,23,06,6,492,7.8,812
The Simpsons,The Man in the Blue Flannel Pants,23_07,23,07,7,493,6.7,562
The Simpsons,The Ten-Per-Cent Solution,23_08,23,08,8,494,6.2,547
The Simpsons,Holidays of Future Passed,23_09,23,09,9,495,8.2,1054
The Simpsons,"Politically Inept, with Homer Simpson",23_10,23,10,10,496,6.1,633
The Simpsons,The D'oh-cial Network,23_11,23,11,11,497,7,636
The Simpsons,Moe Goes from Rags to Riches,23_12,23,12,12,498,5.7,647
The Simpsons,The Daughter Also Rises,23_13,23,13,13,499,6.4,564
The Simpsons,At Long Last Leave,23_14,23,14,14,500,7,659
The Simpsons,Exit Through the Kwik-E-Mart,23_15,23,15,15,501,6.8,495
The Simpsons,How I Wet Your Mother,23_16,23,16,16,502,7.2,645
The Simpsons,"Them, Robot",23_17,23,17,17,503,7,583
The Simpsons,Beware My Cheating Bart,23_18,23,18,18,504,7.1,552
The Simpsons,A Totally Fun Thing Bart Will Never Do Again,23_19,23,19,19,505,7.4,663
The Simpsons,The Spy Who Learned Me,23_20,23,20,20,506,6.9,473
The Simpsons,Ned 'N' Edna's Blend,23_21,23,21,21,507,6.7,487
The Simpsons,Lisa Goes Gaga,23_22,23,22,22,508,4.3,1447
The Simpsons,Moonshine River,24_01,24,01,1,509,6.4,684
The Simpsons,Treehouse of Horror XXIII,24_02,24,02,2,510,7.3,695
The Simpsons,Adventures in Baby-Getting,24_03,24,03,3,511,6.9,536
The Simpsons,Gone Abie Gone,24_04,24,04,4,512,6.7,499
The Simpsons,Penny-Wiseguys,24_05,24,05,5,513,6.3,501
The Simpsons,A Tree Grows in Springfield,24_06,24,06,6,514,6.4,504
The Simpsons,The Day the Earth Stood Cool,24_07,24,07,7,515,7.1,572
The Simpsons,To Cur with Love,24_08,24,08,8,516,7.2,522
The Simpsons,Homer Goes to Prep School,24_09,24,09,9,517,6.8,486
The Simpsons,A Test Before Trying,24_10,24,10,10,518,7,481
The Simpsons,Changing of the Guardian,24_11,24,11,11,519,6.6,480
The Simpsons,Love Is a Many Splintered Thing,24_12,24,12,12,520,6.4,557
The Simpsons,Hardly Kirk-ing,24_13,24,13,13,521,7,485
The Simpsons,Gorgeous Grampa,24_14,24,14,14,522,6.2,502
The Simpsons,"Black-Eyed, Please",24_15,24,15,15,523,7,497
The Simpsons,Dark Knight Court,24_16,24,16,16,524,7.1,494
The Simpsons,What Animated Women Want,24_17,24,17,17,525,6.5,497
The Simpsons,Pulpit Friction,24_18,24,18,18,526,6.5,480
The Simpsons,Whiskey Business,24_19,24,19,19,527,6.8,440
The Simpsons,The Fabulous Faker Boy,24_20,24,20,20,528,6.3,486
The Simpsons,The Saga of Carl,24_21,24,21,21,529,7.1,548
The Simpsons,Dangers on a Train,24_22,24,22,22,530,7,469
The Simpsons,Homerland,25_01,25,01,1,531,6.9,726
The Simpsons,Treehouse of Horror XXIV,25_02,25,02,2,532,7,744
The Simpsons,Four Regrettings and a Funeral,25_03,25,03,3,533,6.4,558
The Simpsons,YOLO,25_04,25,04,4,534,6.6,570
The Simpsons,Labor Pains,25_05,25,05,5,535,7,514
The Simpsons,The Kid Is All Right,25_06,25,06,6,536,6.4,542
The Simpsons,Yellow Subterfuge,25_07,25,07,7,537,7,516
The Simpsons,White Christmas Blues,25_08,25,08,8,538,6.5,521
The Simpsons,Steal This Episode,25_09,25,09,9,539,7.6,751
The Simpsons,Married to the Blob,25_10,25,10,10,540,7.1,549
The Simpsons,Specs and the City,25_11,25,11,11,541,7.2,508
The Simpsons,Diggs,25_12,25,12,12,542,6.4,553
The Simpsons,The Man Who Grew Too Much,25_13,25,13,13,543,6.7,545
The Simpsons,The Winter of His Content,25_14,25,14,14,544,6.7,481
The Simpsons,The War of Art,25_15,25,15,15,545,7,490
The Simpsons,You Don't Have to Live Like a Referee,25_16,25,16,16,546,6.9,509
The Simpsons,Luca$,25_17,25,17,17,547,6.5,490
The Simpsons,Days of Future Future,25_18,25,18,18,548,7,591
The Simpsons,What to Expect When Bart's Expecting,25_19,25,19,19,549,5.8,520
The Simpsons,Brick Like Me,25_20,25,20,20,550,7.7,834
The Simpsons,Pay Pal,25_21,25,21,21,551,6.7,476
The Simpsons,The Yellow Badge of Cowardge,25_22,25,22,22,552,6.7,487
The Simpsons,Clown in the Dumps,26_01,26,01,1,553,5.8,746
The Simpsons,The Wreck of the Relationship,26_02,26,02,2,554,6.9,576
The Simpsons,Super Franchise Me,26_03,26,03,3,555,6.5,540
The Simpsons,Treehouse of Horror XXV,26_04,26,04,4,556,7.4,719
The Simpsons,Opposites A-Frack,26_05,26,05,5,557,6.3,525
The Simpsons,Simpsorama,26_06,26,06,6,558,7.9,1110
The Simpsons,Blazed and Confused,26_07,26,07,7,559,6.9,539
The Simpsons,Covercraft,26_08,26,08,8,560,6.5,517
The Simpsons,I Won't Be Home for Christmas,26_09,26,09,9,561,6.8,508
The Simpsons,The Man Who Came to Be Dinner,26_10,26,10,10,562,6.8,661
The Simpsons,Bart's New Friend,26_11,26,11,11,563,7.3,520
The Simpsons,The Musk Who Fell to Earth,26_12,26,12,12,564,5.9,538
The Simpsons,Walking Big & Tall,26_13,26,13,13,565,6.3,448
The Simpsons,My Fare Lady,26_14,26,14,14,566,6.7,434
The Simpsons,The Princess Guide,26_15,26,15,15,567,6.6,453
The Simpsons,Sky Police,26_16,26,16,16,568,6.8,460
The Simpsons,Waiting for Duffman,26_17,26,17,17,569,6.7,449
The Simpsons,Peeping Mom,26_18,26,18,18,570,6.7,407
The Simpsons,The Kids Are All Fight,26_19,26,19,19,571,6.9,424
The Simpsons,Let's Go Fly a Coot,26_20,26,20,20,572,6.3,412
The Simpsons,Bull-E,26_21,26,21,21,573,6.8,413
The Simpsons,Mathlete's Feat,26_22,26,22,22,574,6.9,414
The Simpsons,Every Man's Dream,27_01,27,01,1,575,5.9,665
The Simpsons,'Cue Detective,27_02,27,02,2,576,6.7,501
The Simpsons,Puffless,27_03,27,03,3,577,7.2,517
The Simpsons,Halloween of Horror,27_04,27,04,4,578,7.5,605
The Simpsons,Treehouse of Horror XXVI,27_05,27,05,5,579,6.8,521
The Simpsons,Friend with Benefit,27_06,27,06,6,580,6.9,443
The Simpsons,"Lisa with an ""S""",27_07,27,07,7,581,6.2,446
The Simpsons,Paths of Glory,27_08,27,08,8,582,7.1,422
The Simpsons,Barthood,27_09,27,09,9,583,8.4,944
The Simpsons,The Girl Code,27_10,27,10,10,584,6.7,478
The Simpsons,Teenage Mutant Milk-Caused Hurdles,27_11,27,11,11,585,6.8,425
The Simpsons,Much Apu About Something,27_12,27,12,12,586,6.7,384
The Simpsons,Love Is in the N2-O2-Ar-CO2-Ne-He-CH4,27_13,27,13,13,587,6.4,369
The Simpsons,Gal of Constant Sorrow,27_14,27,14,14,588,6.6,418
The Simpsons,Lisa the Veterinarian,27_15,27,15,15,589,6.4,352
The Simpsons,The Marge-ian Chronicles,27_16,27,16,16,590,7.2,383
The Simpsons,The Burns Cage,27_17,27,17,17,591,6.5,374
The Simpsons,How Lisa Got Her Marge Back,27_18,27,18,18,592,6.3,348
The Simpsons,Fland Canyon,27_19,27,19,19,593,7.1,360
The Simpsons,To Courier with Love,27_20,27,20,20,594,6.7,317
The Simpsons,Simprovised,27_21,27,21,21,595,6.4,359
The Simpsons,Orange Is the New Yellow,27_22,27,22,22,596,6.9,351
The Simpsons,Monty Burns' Fleeing Circus,28_01,28,01,1,597,6.3,404
The Simpsons,Friends and Family,28_02,28,02,2,598,6.8,349
The Simpsons,The Town,28_03,28,03,3,599,7.2,362
The Simpsons,Treehouse of Horror XXVII,28_04,28,04,4,600,7.2,430
The Simpsons,Trust But Clarify,28_05,28,05,5,601,6.5,300
The Simpsons,There Will Be Buds,28_06,28,06,6,602,6.9,298
The Simpsons,Havana Wild Weekend,28_07,28,07,7,603,6.2,296
The Simpsons,Dad Behavior,28_08,28,08,8,604,6.9,281
The Simpsons,The Last Traction Hero,28_09,28,09,9,605,6.5,267
The Simpsons,The Nightmare After Krustmas,28_10,28,10,10,606,6.1,281
The Simpsons,Pork and Burns,28_11,28,11,11,607,7.1,283
The Simpsons,The Great Phatsby,28_12,28,12,12,608,6.5,383
The Simpsons,Fatzcarraldo,28_14,28,14,13,609,6.3,250
The Simpsons,The Cad and the Hat,28_15,28,15,14,610,6.5,244
The Simpsons,Kamp Krustier,28_16,28,16,15,611,6.8,237
The Simpsons,22 for 30,28_17,28,17,16,612,6.6,247
The Simpsons,A Father's Watch,28_18,28,18,17,613,7,230
The Simpsons,The Caper Chase,28_19,28,19,18,614,6.2,257
The Simpsons,Looking for Mr. Goodbart,28_20,28,20,19,615,7.1,238
The Simpsons,Moho House,28_21,28,21,20,616,6.3,197
The Simpsons,Dogtown,28_22,28,22,21,617,6.6,192
